Bank,FIPSStateNumericCode,FIPSCountyCode,CoreBasedStatisticalAreaCode,CensusTractIdentifier,CensusTractMinorityRatioPercent,CensusTractMedFamIncomeAmount,LocalAreaMedianIncomeAmount,TotalMonthlyIncomeAmount,HUDMedianIncomeAmount,LoanAcquisitionActualUPBAmt,LTVRatioPercent,LoanPurposeType,MortgageType,ScheduledTotalPaymentCount,LoanAmortizationMaxTermMonths,MortgageLoanSellerInstType,BorrowerCount,BorrowerFirstTimeHomebuyer,Borrower1Race1Type,Borrower2Race1Type,Borrower1GenderType,Borrower2GenderType,Borrower1AgeAtApplicationYears,Borrower2AgeAtApplicationYears,PropertyUsageType,PropertyUnitCount,NoteRatePercent,NoteAmount,HousingExpenseRatioPercent,TotalDebtExpenseRatioPercent,Borrower1CreditScoreValue,Borrower2CreditScoreValue,PMICoveragePercent,EmploymentBorrowerSelfEmployed,PropertyType,MarginRatePercent,Borrower1EthnicityType,Borrower2EthnicityType,HOEPALoanStatusType
5.0,14.0,78.0,684.0,1849.0,15.61,97148,57692,6114,63400,140000,80.0,1,0,360,360,1,1,1,0,8,1,4,69,998,1,1,4.75,140000,15.28,40.11,0,1,0.0,1,0.0,0.0,2,5,2
5.0,22.0,82.0,706.0,3556.0,18.17,57197,53542,3815,58700,135850,95.0,1,0,360,360,1,1,1,0,8,2,4,28,998,1,1,5.25,135850,28.74,29.45,0,1,30.0,1,0.0,0.0,1,5,2
2.0,18.0,67.0,61.0,2616.0,24.0,98750,70368,4160,72100,155000,68.0,1,0,360,360,1,1,1,0,8,2,4,48,998,1,1,4.5,155000,25.0,26.0,0,1,0.0,1,6.0,1.0,2,5,2
2.0,35.0,61.0,189.0,7510.0,3.0,54907,66018,5088,70600,174000,73.0,2,0,300,300,1,1,1,0,8,2,4,45,998,1,1,4.125,174000,29.0,40.0,0,1,0.0,1,2.0,1.0,2,5,2
5.0,14.0,23.0,221.0,73.0,9.56,73654,55551,5583,61100,175000,51.0,6,0,360,360,1,2,1,0,6,1,3,31,28,1,1,4.75,175000,22.82,23.3,0,1,0.0,1,0.0,0.0,2,3,2
5.0,22.0,52.0,4.0,4308.0,3.73,55656,53542,6561,58700,159375,85.0,1,0,360,360,1,2,1,0,6,1,3,35,34,1,1,4.625,159375,18.4,42.22,0,0,12.0,1,0.0,0.0,2,3,2
5.0,14.0,89.0,235.0,1616.0,5.3,60933,61595,7646,65100,151905,95.0,1,0,360,360,1,2,1,0,6,1,3,47,48,1,1,4.75,151905,12.86,38.29,0,0,30.0,1,0.0,0.0,2,3,2
5.0,22.0,9.0,290.0,1706.0,2.9,60918,65342,8929,70300,128000,79.5,6,0,360,360,1,2,1,0,5,1,2,47,43,1,1,5.125,128000,9.51,16.49,0,0,0.0,1,0.0,0.0,2,2,2
5.0,22.0,77.0,290.0,2919.0,5.31,97625,65342,4452,70300,126000,63.0,6,0,360,360,1,2,1,0,5,1,2,68,68,1,1,5.25,126000,20.08,31.99,0,0,0.0,1,0.0,0.0,2,2,2
5.0,22.0,77.0,290.0,2845.0,18.63,80578,65342,4008,70300,152000,84.0,1,0,360,360,1,2,1,0,6,1,3,28,26,1,1,4.625,152000,26.76,30.9,0,0,12.0,1,0.0,0.0,2,3,2
5.0,22.0,77.0,290.0,3006.0,25.11,59605,65342,3653,70300,162950,90.0,1,0,360,360,1,2,0,0,6,1,3,29,27,1,1,4.375,162950,33.75,38.65,0,1,25.0,1,0.0,0.0,2,3,2
2.0,35.0,26.0,162.0,3265.0,3.0,76923,74750,6110,77900,140972,52.0,2,0,360,360,1,2,1,0,5,1,2,58,54,1,1,4.0,141500,17.0,40.0,0,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,26.0,162.0,3251.0,4.0,104787,74750,7997,77900,172048,44.0,2,0,276,276,1,1,1,0,8,2,4,36,998,1,1,4.125,172500,18.0,20.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,17.0,65.0,143.0,4480.0,5.0,81082,75749,7619,80800,136000,80.0,1,0,360,360,1,1,1,0,8,2,4,33,998,1,1,4.625,136000,12.0,32.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,14.0,35.0,342.0,6643.0,16.0,52292,72045,12649,77800,162514,80.0,2,0,350,350,1,2,1,0,5,1,2,25,25,1,1,4.25,162750,10.0,24.0,0,0,0.0,1,6.0,1.0,2,2,2
2.0,35.0,10.0,143.0,1830.0,8.0,86037,75749,3859,80800,137600,80.0,1,0,360,360,1,1,0,0,8,2,4,30,998,1,1,4.125,137600,27.0,42.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,17.0,83.0,607.0,1637.0,19.0,50175,62559,3610,58200,139500,90.0,1,0,360,360,1,1,0,0,8,2,4,62,998,1,1,4.5,139500,27.0,33.0,0,1,25.0,1,0.0,1.0,2,5,2
5.0,14.0,56.0,794.0,2588.0,7.57,61667,55715,23358,61200,124000,80.0,1,0,360,360,1,2,0,0,5,1,2,55,56,1,1,4.25,124000,3.71,11.84,0,1,0.0,0,2.0,0.0,2,2,2
5.0,14.0,33.0,342.0,7925.0,6.05,81346,66803,5654,77800,142200,90.0,1,0,360,360,1,1,0,0,8,1,4,31,998,1,1,4.0,142200,15.69,24.75,0,1,25.0,0,6.0,0.0,2,5,2
5.0,14.0,52.0,468.0,3669.0,6.63,74153,58424,6700,70400,136000,72.0,2,0,360,360,1,2,0,0,5,1,2,61,48,1,1,4.375,136000,13.41,40.9,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,19.0,794.0,11506.0,4.96,51250,53628,5375,58600,143920,80.0,1,0,360,360,1,1,0,0,8,2,4,41,998,1,1,4.375,143920,17.19,29.01,0,1,0.0,0,0.0,0.0,2,5,2
2.0,17.0,22.0,143.0,4082.0,3.0,72475,75749,6968,80800,124500,41.0,2,0,360,360,1,1,1,0,8,1,4,57,998,1,1,4.375,124500,19.0,35.0,0,1,0.0,1,6.0,1.0,1,5,2
2.0,35.0,34.0,143.0,2639.0,4.0,91026,75749,10087,80800,148800,80.0,1,0,360,360,1,2,1,0,5,1,2,40,41,1,1,4.375,148800,11.0,37.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,87.0,794.0,1952.0,9.63,71321,53628,4996,58600,137410,58.0,1,0,180,180,1,2,0,0,5,2,1,23,26,1,1,3.375,138000,27.36,27.86,0,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,32.0,189.0,6623.0,11.0,104283,66018,5117,70600,122635,80.0,1,0,360,360,1,2,0,0,5,1,1,24,24,1,1,4.375,122800,19.0,23.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,45.0,290.0,1963.0,2.21,80597,64496,8695,70500,138750,68.0,6,0,180,180,1,2,0,0,5,2,1,46,47,1,1,4.0,138750,14.47,37.4,0,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,34.0,143.0,2923.0,15.0,80552,75749,5760,80800,152789,73.0,2,0,360,360,1,1,1,0,8,2,4,34,998,1,1,4.25,153000,19.0,35.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,10.0,143.0,1787.0,12.0,89020,75749,7850,80800,147200,80.0,2,0,360,360,1,1,1,0,8,1,4,42,998,1,1,4.375,147200,15.0,21.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,97.0,794.0,1706.0,2.36,49044,55715,7406,61200,135000,90.0,1,0,360,360,1,1,0,0,8,2,4,43,998,1,1,4.125,135000,12.3,27.22,0,1,25.0,0,0.0,0.0,2,5,2
5.0,22.0,28.0,250.0,1783.0,10.8,56228,53333,6355,57300,127488,99.0,1,1,360,360,1,2,1,0,5,2,1,34,34,1,1,4.875,127645,16.54,25.71,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,10.0,63.0,7066.0,6.71,69604,57819,6131,59200,176429,99.0,1,1,360,360,1,2,1,0,5,1,2,56,56,1,1,5.0,176641,25.4,33.66,0,0,0.0,0,0.0,0.0,2,2,2
2.0,42.0,82.0,509.0,3674.0,23.0,49208,72006,3682,78000,160000,80.0,1,0,360,360,1,1,1,0,8,1,4,51,998,1,1,4.75,160000,29.0,30.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,10.0,794.0,11393.0,1.81,62365,55715,2602,61200,136000,80.0,1,0,360,360,1,1,0,0,8,2,4,67,998,1,1,4.25,136000,32.56,42.25,0,1,0.0,0,2.0,0.0,2,5,2
2.0,35.0,10.0,143.0,1751.0,3.0,81250,75749,6892,80800,169941,72.0,2,0,360,360,1,2,1,0,5,1,2,38,39,1,1,4.25,170175,18.0,32.0,0,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,2307.0,6.0,62349,75749,5928,80800,152789,85.0,1,0,360,360,1,2,0,0,5,1,2,26,27,1,1,4.25,153000,19.0,27.0,0,1,25.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,2282.0,10.0,54489,75749,14296,80800,154791,45.0,6,0,360,360,1,2,1,0,5,1,2,40,38,1,1,4.375,155000,10.0,36.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,60.0,128.0,11619.0,2.0,87870,68239,8185,73100,163800,70.0,6,0,360,360,1,2,1,0,5,1,2,45,37,1,1,4.375,163800,14.0,30.0,0,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,10.0,143.0,157.0,8.0,73633,75749,7094,80800,142364,76.0,2,0,360,360,1,2,1,0,5,1,2,26,27,1,1,4.125,142800,14.0,30.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,58.0,794.0,193.0,4.9,63900,53628,8726,58600,156800,80.0,6,0,360,360,1,2,0,0,5,2,1,37,38,1,1,4.25,156800,13.34,38.01,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,42.0,368.0,318.0,16.92,46315,63609,3760,76200,131200,80.0,1,0,360,360,1,1,1,0,8,2,4,68,998,1,1,4.25,131200,24.26,34.68,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,29.0,794.0,3921.0,2.04,84130,55715,5754,61200,162400,80.0,1,0,360,360,1,2,0,0,5,1,2,34,33,1,1,3.75,162400,19.64,41.0,0,0,0.0,1,0.0,0.0,2,2,2
5.0,22.0,19.0,794.0,11514.0,5.17,64231,53628,4940,58600,132000,80.0,1,0,360,360,1,2,0,0,5,1,2,52,39,1,1,4.375,132000,18.18,42.35,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,42.0,368.0,191.0,22.51,71389,63609,5743,76200,126000,90.0,1,0,360,360,1,1,1,0,8,1,4,26,998,1,1,4.25,126000,17.5,39.87,0,1,25.0,0,0.0,0.0,2,5,2
5.0,14.0,37.0,387.0,1667.0,8.47,84154,59111,7667,65200,158000,95.0,1,0,360,360,1,1,0,0,8,1,4,37,998,1,1,3.875,158000,12.96,42.91,0,1,30.0,0,0.0,0.0,2,5,2
2.0,35.0,15.0,143.0,3631.0,5.0,66089,75749,4333,80800,128685,77.0,1,0,360,360,1,1,1,0,8,1,4,24,998,1,1,4.375,128685,21.0,36.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,41.0,347.0,892.0,7.45,64806,58432,5453,64600,142600,72.0,2,0,360,360,1,1,0,0,8,1,4,42,998,1,1,4.125,142600,17.59,35.76,0,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,82.0,675.0,11694.0,1.0,85688,70571,4534,71800,156000,80.0,1,0,360,360,1,1,0,0,8,1,4,21,998,1,1,4.125,156000,22.0,26.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,34.0,143.0,2668.0,7.0,85694,75749,3333,80800,135900,90.0,1,0,360,360,1,2,0,0,5,1,2,32,28,1,1,4.25,135900,21.0,28.0,0,0,25.0,1,0.0,1.0,2,2,2
2.0,14.0,2.0,160.0,1691.0,11.0,76830,70196,6434,72200,130400,80.0,1,0,360,360,1,2,0,0,5,1,2,26,28,1,1,4.25,130400,13.0,34.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,14.0,27.0,794.0,11490.0,3.0,79405,75749,3943,67600,124000,80.0,1,0,360,360,1,1,0,0,8,1,4,23,998,1,1,4.125,124000,16.0,30.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,14.0,794.0,11375.0,14.69,47629,53628,5360,58600,183000,64.0,6,0,360,360,1,2,0,0,5,1,2,32,30,1,1,4.125,183000,21.26,29.54,0,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,15.0,143.0,3549.0,6.0,96830,75749,9082,80800,158700,60.0,2,0,360,360,1,2,1,0,5,1,2,53,55,1,1,4.0,158700,14.0,30.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,82.0,794.0,11416.0,2.7,50602,55715,2742,61200,130000,74.0,6,0,360,360,1,1,0,0,8,2,4,50,998,1,1,4.375,130000,33.7,33.7,0,1,0.0,0,4.0,0.0,2,5,2
2.0,17.0,9.0,143.0,4581.0,3.0,105787,75749,4775,80800,167000,76.0,2,0,360,360,1,2,1,0,5,1,2,65,61,1,1,4.25,167000,23.0,42.0,0,0,0.0,0,0.0,1.0,2,2,2
5.0,22.0,22.0,396.0,1667.0,7.66,85000,63978,11003,72800,130000,50.0,6,0,180,180,1,2,0,0,5,1,2,51,47,1,1,3.875,130000,10.85,26.13,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,70.0,200.0,5677.0,9.79,60575,76739,7211,88200,169662,99.0,1,1,360,360,1,2,1,0,5,1,2,39,40,1,1,5.0,169866,17.63,40.69,0,0,0.0,0,0.0,0.0,2,2,2
2.0,35.0,6.0,751.0,3628.0,3.0,78365,72236,4420,73200,153000,93.0,1,0,360,360,1,1,0,0,8,1,4,24,998,1,1,4.25,153000,24.0,29.0,0,1,30.0,1,0.0,1.0,2,5,2
5.0,14.0,65.0,794.0,11389.0,1.44,50885,55715,5232,61200,136000,76.0,2,0,360,360,1,2,0,0,5,3,2,57,68,1,1,4.25,136000,14.41,38.8,0,0,0.0,0,0.0,0.0,2,2,2
2.0,14.0,50.0,140.0,3588.0,18.0,67723,81266,3556,87400,152000,80.0,6,0,360,360,1,1,1,0,8,2,4,48,998,1,1,4.375,152000,27.0,39.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,17.0,9.0,143.0,4550.0,8.0,70800,75749,7073,80800,149000,50.0,2,0,360,360,1,2,1,0,5,1,2,75,73,1,1,4.375,149000,18.0,31.0,0,1,0.0,1,6.0,1.0,2,2,2
5.0,14.0,2.0,160.0,1855.0,9.62,58790,66425,5667,72200,157920,94.0,1,0,360,360,1,1,1,0,8,1,4,24,998,1,1,4.375,157920,17.1,18.67,0,1,30.0,0,0.0,0.0,2,5,2
5.0,14.0,95.0,235.0,3208.0,4.24,73977,61595,3732,67200,121500,90.0,1,0,360,360,1,1,0,0,8,1,4,33,998,1,1,4.375,121500,22.35,22.35,0,1,25.0,0,0.0,0.0,2,5,2
5.0,22.0,77.0,290.0,2992.0,32.13,42295,64496,3762,70500,171000,90.0,1,0,360,360,1,2,1,0,5,1,2,27,26,1,1,4.125,171000,29.29,34.85,0,1,25.0,0,0.0,0.0,2,2,2
5.0,14.0,6.0,342.0,10270.0,7.3,62721,66803,3683,77800,168750,75.0,2,0,360,360,1,1,0,0,8,2,4,62,998,1,1,4.0,168750,30.85,35.87,0,1,0.0,0,0.0,0.0,2,5,2
5.0,17.0,57.0,235.0,2652.0,5.82,71214,61595,5673,67200,121500,90.0,1,0,360,360,1,2,0,0,5,1,2,26,24,1,1,4.125,121500,14.84,23.14,0,0,25.0,0,0.0,0.0,2,2,2
5.0,22.0,36.0,396.0,845.0,25.0,83421,63978,6048,72800,174320,80.0,1,0,360,360,1,1,0,0,8,2,4,47,998,1,1,4.25,174320,23.33,39.45,0,1,0.0,0,0.0,0.0,2,5,2
5.0,16.0,92.0,794.0,121.0,8.05,79375,57229,9646,62400,168000,80.0,6,0,360,360,1,1,1,0,8,1,4,56,998,1,1,4.125,168000,12.21,36.9,0,1,0.0,1,0.0,0.0,2,5,2
5.0,14.0,23.0,221.0,73.0,9.56,73654,55551,4109,69100,144000,78.0,1,0,360,360,1,2,1,0,5,1,2,19,19,1,1,4.0,144000,21.31,28.34,0,0,0.0,0,0.0,0.0,2,2,2
5.0,22.0,41.0,347.0,862.0,7.73,66899,58432,8271,64600,177650,95.0,1,0,360,360,1,2,0,0,5,1,2,36,30,1,1,4.125,177650,15.54,29.0,0,0,30.0,0,0.0,0.0,2,2,2
2.0,35.0,60.0,128.0,11619.0,2.0,87870,68239,7425,73100,128000,80.0,1,0,360,360,1,2,0,0,5,1,1,25,27,1,1,4.25,128000,13.0,29.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,14.0,53.0,794.0,11363.0,2.12,57683,55715,4839,61200,156553,95.0,1,0,360,360,1,1,1,0,8,1,4,27,998,1,1,4.75,156750,23.2,36.47,0,1,30.0,0,0.0,0.0,2,5,2
2.0,17.0,22.0,143.0,4192.0,8.0,93355,75749,7573,80800,129200,85.0,1,0,360,360,1,1,0,0,8,2,4,38,998,1,1,4.25,129200,15.0,22.0,0,1,25.0,1,5.0,1.0,2,5,2
2.0,35.0,28.0,162.0,1161.0,33.0,98750,74750,5754,77900,158400,80.0,6,0,360,360,1,1,1,0,8,2,4,37,998,1,1,4.625,158400,23.0,38.0,0,1,0.0,1,0.0,1.0,2,5,2
2.0,35.0,90.0,143.0,3408.0,7.0,107940,75749,17540,80800,133150,69.0,2,0,360,360,1,2,1,0,5,1,2,45,46,1,1,4.0,133150,7.0,18.0,0,0,0.0,1,6.0,1.0,2,2,2
5.0,14.0,56.0,794.0,2638.0,17.38,62623,55715,2234,61200,130000,88.0,1,0,360,360,1,2,1,0,5,1,2,32,27,1,1,4.0,130000,38.58,41.26,0,0,25.0,1,0.0,0.0,2,2,2
5.0,14.0,32.0,342.0,5314.0,11.06,114412,66803,12362,77800,175000,67.0,6,0,360,360,1,1,0,0,8,1,4,57,998,1,1,3.875,175000,9.09,33.72,0,1,0.0,0,6.0,0.0,2,5,2
5.0,14.0,45.0,342.0,9219.0,22.91,59046,66803,4864,77800,125305,95.0,1,0,360,360,1,2,1,0,5,2,1,39,42,1,1,4.375,125305,18.73,32.81,0,0,30.0,0,6.0,0.0,2,2,2
5.0,14.0,22.0,794.0,11410.0,12.7,62949,55715,6831,61200,137000,74.0,1,0,360,360,1,2,0,0,5,2,2,56,76,1,1,4.0,137000,11.72,18.16,0,1,0.0,0,0.0,0.0,2,2,2
2.0,17.0,22.0,143.0,4105.0,4.0,91813,75749,4136,80800,151920,80.0,1,0,360,360,1,1,0,0,8,2,4,25,998,1,1,4.125,151920,22.0,29.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,14.0,22.0,794.0,11409.0,4.63,59091,55715,3382,61200,140850,90.0,1,0,360,360,1,1,1,0,8,1,4,25,998,1,1,4.125,140850,26.62,30.7,0,1,25.0,0,0.0,0.0,2,5,2
2.0,35.0,63.0,189.0,3541.0,14.0,77560,66018,3388,70600,127600,80.0,1,0,360,360,1,1,0,0,8,1,4,41,998,1,1,4.125,127600,31.0,37.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,56.0,200.0,6894.0,12.19,70484,76739,5356,88200,168000,80.0,1,0,360,360,1,2,1,0,5,1,2,62,72,2,1,3.875,168000,14.75,43.29,0,1,0.0,0,2.0,0.0,2,2,3
2.0,35.0,63.0,189.0,5682.0,8.0,74375,66018,7303,70600,145000,84.0,2,0,360,360,1,2,1,0,5,2,1,31,30,1,1,4.25,145000,19.0,23.0,0,1,25.0,1,0.0,1.0,2,2,2
5.0,17.0,33.0,549.0,23.0,33.32,22679,58106,7225,70400,161120,80.0,1,0,240,240,1,2,0,0,5,1,2,50,47,1,1,3.875,161120,19.85,37.33,0,0,0.0,0,6.0,0.0,2,2,2
2.0,14.0,55.0,342.0,7406.0,40.0,98551,72045,5165,77800,160500,45.0,2,0,360,360,1,2,1,0,5,2,1,43,51,1,1,4.25,160500,26.0,36.0,0,0,0.0,1,6.0,1.0,2,2,2
5.0,23.0,11.0,473.0,4840.0,4.42,85398,84589,11971,93000,172800,80.0,6,0,360,360,1,2,0,0,5,1,2,56,53,1,1,4.125,172800,10.61,33.94,0,0,0.0,0,6.0,0.0,2,2,2
5.0,14.0,55.0,342.0,7385.0,83.12,52569,66803,3417,77800,168300,90.0,1,0,360,360,1,1,0,0,8,2,4,38,998,1,1,3.75,168300,32.02,36.64,0,1,25.0,0,0.0,0.0,2,5,2
2.0,17.0,65.0,143.0,4497.0,9.0,87837,75749,6647,80800,144000,80.0,1,0,360,360,1,1,1,0,8,2,4,44,998,1,1,4.25,144000,18.0,25.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,14.0,10.0,794.0,11373.0,5.34,55000,55715,6214,61200,181120,76.0,1,0,360,360,1,2,0,0,5,1,2,37,38,1,1,4.0,181120,17.76,38.41,0,1,0.0,0,2.0,0.0,1,1,2
2.0,35.0,10.0,143.0,1844.0,13.0,88451,75749,6350,80800,160000,80.0,6,0,360,360,1,1,1,0,8,1,4,46,998,1,1,4.25,160000,18.0,37.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,42.0,368.0,879.0,34.38,52463,63609,5864,76200,132000,80.0,1,0,360,360,1,1,0,0,8,2,4,28,998,1,1,3.875,132000,15.47,34.23,0,1,0.0,0,0.0,0.0,2,5,2
2.0,17.0,22.0,143.0,4058.0,2.0,122895,75749,5925,80800,157987,65.0,6,0,360,360,1,1,1,0,8,2,4,59,998,1,1,4.375,158200,19.0,30.0,0,1,0.0,1,0.0,1.0,1,5,2
5.0,22.0,70.0,200.0,5732.0,4.27,118272,76739,5941,88200,140000,70.0,6,0,360,360,1,1,0,0,8,1,4,41,998,1,1,4.375,140000,17.24,19.69,0,1,0.0,0,0.0,0.0,2,5,2
5.0,17.0,33.0,549.0,207.0,3.51,65405,58106,4125,70400,125351,80.0,1,0,360,360,1,1,1,0,8,1,4,22,998,1,1,4.125,125351,20.36,32.22,0,1,0.0,0,6.0,0.0,2,5,2
5.0,33.0,56.0,794.0,11350.0,12.65,54484,47217,3178,51600,180000,45.0,6,0,360,360,1,2,0,0,5,1,2,32,31,1,1,4.25,180000,34.1,43.73,0,1,0.0,0,0.0,0.0,2,2,2
5.0,14.0,91.0,714.0,1737.0,12.18,64679,53117,9979,57200,175758,80.0,6,0,360,360,1,2,0,0,5,2,2,35,39,1,1,4.25,176000,10.21,23.67,0,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,84.0,794.0,23.0,8.61,50700,53628,6268,58600,171000,68.0,6,0,360,360,1,2,0,0,5,1,2,56,61,1,1,4.0,171000,17.15,17.15,0,1,0.0,0,0.0,0.0,2,2,2
2.0,14.0,74.0,342.0,11451.0,3.0,70173,72045,8814,77800,154000,80.0,1,0,360,360,1,1,1,0,8,2,4,53,998,1,1,4.125,154000,11.0,27.0,0,1,0.0,1,6.0,1.0,2,5,2
5.0,22.0,39.0,794.0,63.0,3.76,50294,53628,20037,58600,130000,31.0,2,0,120,120,1,2,0,0,5,1,2,41,50,2,1,3.5,130000,9.7,41.29,0,0,0.0,1,0.0,0.0,2,2,3
5.0,14.0,22.0,794.0,11416.0,35.22,45791,55715,7888,61200,164800,80.0,2,0,360,360,1,2,0,0,5,1,2,28,26,1,1,4.0,164800,15.02,30.05,0,0,0.0,0,0.0,0.0,2,2,2
2.0,17.0,9.0,143.0,4554.0,9.0,103511,75749,4259,80800,164700,80.0,1,0,360,360,1,2,1,0,5,1,2,42,63,1,1,4.25,164700,25.0,41.0,0,1,0.0,1,6.0,1.0,2,2,2
5.0,22.0,67.0,503.0,431.0,5.97,82385,52263,3817,55600,156000,80.0,1,0,360,360,1,1,0,0,8,1,4,32,998,1,1,3.875,156000,28.88,42.61,0,1,0.0,0,0.0,0.0,2,5,2
2.0,35.0,66.0,793.0,11161.0,6.0,81810,59918,9012,65400,143920,80.0,1,0,360,360,1,2,0,0,5,1,2,65,62,1,1,4.375,143920,11.0,18.0,0,0,0.0,1,0.0,1.0,2,2,2
2.0,35.0,86.0,515.0,2556.0,2.0,65500,60549,10146,65400,146400,80.0,6,0,180,180,1,2,1,0,5,1,2,64,61,1,1,4.0,146400,13.0,29.0,0,1,0.0,1,0.0,1.0,2,2,2
5.0,14.0,29.0,794.0,3921.0,2.04,84130,55715,5962,61200,147000,75.0,2,0,360,360,1,1,1,0,8,2,4,44,998,1,1,4.25,147000,20.63,26.27,0,1,0.0,0,0.0,0.0,2,5,2
5.0,14.0,89.0,235.0,1614.0,11.15,100504,61595,10729,67200,172000,80.0,1,0,180,180,1,2,1,0,5,2,1,27,29,1,1,3.375,172000,15.39,26.49,0,1,0.0,0,0.0,0.0,2,1,2
5.0,22.0,84.0,794.0,23.0,8.61,50700,53628,6638,58600,136800,90.0,2,0,360,360,1,2,0,0,5,1,2,26,25,1,1,4.0,136800,13.56,40.9,0,0,25.0,0,0.0,0.0,2,2,2
5.0,14.0,23.0,221.0,134.0,4.92,58179,55551,4463,69100,144000,87.0,2,0,240,240,1,2,0,0,5,1,2,34,32,1,1,3.875,144000,25.21,31.73,0,1,12.0,0,0.0,0.0,2,2,2
5.0,14.0,1.0,262.0,431.0,27.0,48430,60681,7083,65800,160000,80.0,6,0,360,360,1,1,0,0,8,1,4,32,998,1,1,4.0,160000,14.03,17.66,0,1,0.0,0,0.0,0.0,2,5,2
5.0,10.0,37.0,41.0,3312.0,69.68,53269,67322,2860,79200,130800,80.0,1,0,360,360,1,1,0,0,8,1,4,42,998,1,1,4.0,130800,28.67,28.67,0,1,0.0,0,0.0,0.0,2,5,2
2.0,14.0,27.0,794.0,11490.0,3.0,79405,75749,10579,67600,172000,80.0,1,0,360,360,1,2,1,0,5,1,2,30,30,1,1,4.125,172000,10.0,24.0,0,1,0.0,1,0.0,1.0,2,2,2
2.0,35.0,34.0,143.0,2984.0,7.0,98906,75749,4089,80800,171716,75.0,2,0,324,324,1,1,1,0,8,1,4,34,998,1,1,4.25,172000,32.0,33.0,0,1,0.0,1,0.0,1.0,2,5,2
5.0,22.0,87.0,794.0,1952.0,9.63,71321,53628,5937,58600,138000,73.0,6,0,360,360,1,1,0,0,8,1,4,50,998,1,1,4.0,138000,16.0,30.91,0,1,0.0,0,0.0,0.0,2,5,2
5.0,22.0,42.0,368.0,149.0,16.16,92065,63609,13174,76200,157840,80.0,2,0,360,360,1,1,0,0,8,2,4,57,998,1,1,4.375,157840,9.22,28.06,0,1,0.0,0,0.0,0.0,2,5,2
5.0,22.0,77.0,290.0,2981.0,37.88,56417,64496,4603,70500,140000,80.0,2,0,240,240,1,1,0,0,8,1,4,52,998,1,1,3.75,140000,23.85,33.65,0,1,0.0,0,0.0,0.0,2,5,2
5.0,22.0,67.0,503.0,193.0,9.29,68190,52263,11309,55600,139000,60.0,6,0,120,120,1,2,0,0,5,1,2,40,40,1,1,3.75,139000,15.2,32.04,0,1,0.0,0,0.0,0.0,2,2,2
5.0,22.0,89.0,200.0,9052.0,13.19,60625,52733,3981,60100,161761,90.0,1,0,360,360,1,1,1,0,8,1,4,27,998,1,1,3.875,162000,26.35,36.32,0,1,25.0,0,2.0,0.0,2,5,2
2.0,35.0,54.0,721.0,1318.0,9.0,71250,64464,6816,68900,176000,80.0,1,0,360,360,1,2,0,0,5,1,2,22,22,1,1,4.375,176000,21.0,30.0,0,0,0.0,1,0.0,1.0,2,2,2
5.0,22.0,87.0,794.0,1786.0,11.66,62889,53628,10471,58600,165150,80.0,1,0,360,360,1,2,1,0,5,2,1,26,26,1,1,4.0,165150,11.43,13.64,0,0,0.0,0,0.0,0.0,2,2,2
